participant_id,alpha_pos,alpha_neg,phi,rho,capacity,kappa,v_scale,A,delta,t0,nll,aic,bic,aicc,pseudo_r2,grad_norm,hessian_condition,hessian_invertible,n_trials,converged,n_successful_starts,n_near_best,at_bounds
10018,0.0029546253066955,0.001,0.2567135962915344,0.8636303937794502,1.818152493838677,0.0602723632422921,0.4582883218747153,0.1445940719423293,0.1083459191786366,0.05,620.7190233166816,1261.4380466333632,1310.3746101793895,1261.6636876590042,0.426974844080789,0.000190395020283,,False,986,True,50,2,"['alpha_pos', 'alpha_neg', 't0']"
10024,0.0031682910875168,0.001,0.2531727907366072,0.999,1.9999999999998936,0.1271468619711358,0.5554982489880611,0.1495569654326947,0.1118042142809452,0.05,133.15768378184274,286.31536756368547,332.0661259696817,286.6269822945637,0.8309548854881375,6.682148448941399,,False,717,False,50,2,"['alpha_pos', 'alpha_neg', 'rho', 't0']"
10025,0.0597514496717424,0.001,0.6359339726864681,0.3320570690075884,5.0,0.1055843609433357,0.397044329109962,0.2312394377569175,0.0185298289291222,0.1086567553024511,254.34002357126624,528.6800471425324,567.868985685264,529.289465425081,0.3776605743124706,0.4768055735582843,,False,372,False,50,9,['alpha_neg']
10027,0.0098994422184411,0.001,0.2399129330200563,0.6346359720768695,1.9996629290564496,0.0488978707440281,0.5095688805555036,0.1136472074944912,0.118663464212109,0.0921891515854977,25.88991384380725,71.7798276876145,117.54452337809674,72.09100166215481,0.9671782518737848,0.0002762695304043,,False,718,True,50,6,"['alpha_pos', 'alpha_neg']"
10028,0.0162851208640028,0.001,0.9612267583549622,0.6450775810419427,6.999950869620482,2.520074680179621e-13,0.5306054338032169,0.2419697731403306,0.0258172478448117,0.1109597684437342,672.4210738937238,1364.8421477874476,1410.0777708489427,1365.1705059964029,0.1012275502663574,4.5490027963841854e-05,,False,681,True,50,1,"['alpha_neg', 'capacity', 'kappa']"
10029,0.0036512592233452,0.001,0.2173569616806946,0.9989999999999998,1.433108415387017,0.0140725821984818,0.5662098172741326,0.1332247056711107,0.1041814012774029,0.05,40.56371735839232,101.12743471678463,146.90604829399513,101.43816918006148,0.9486471672914984,0.0002142160678651,,False,719,True,50,4,"['alpha_pos', 'alpha_neg', 'rho', 't0']"
10030,0.006307526006825,0.0010000000000015,0.0211200500292576,0.999,1.9999999999999856,0.1247672795302257,0.4950416158522043,0.1412675489565655,0.1320655114911446,0.0871691890875817,141.7154021222313,303.4308042444626,349.13963386785844,303.7437487679334,0.8193348486990881,0.6642384452595822,,False,714,False,50,3,"['alpha_pos', 'alpha_neg', 'rho']"
10031,0.0047251972976382,0.0010000011531986,0.2150325563386185,0.8607684046023176,1.95145952659183,0.0604836162152867,0.5308485247712916,0.2141158629107902,0.0745029161902189,0.0500000000232537,321.8930957227806,663.7861914455611,709.1820510017378,664.109245777426,0.5765899963768464,0.0006665969741845,,False,692,False,50,1,"['alpha_pos', 'alpha_neg', 't0']"
10035,0.0036078554889498,0.001,0.224774399465275,0.613349394578583,2.262160855598351,0.0142344065823111,0.5244807807581752,0.1260393826943012,0.0904095532687944,0.1512760315562165,118.47504383753645,256.9500876750729,302.7008460810692,257.2617024059511,0.8495946551223712,0.0002114710506794,,False,717,True,50,1,"['alpha_pos', 'alpha_neg']"
10036,0.0044320024160131,0.001,0.5310153756335619,0.2552810538712455,6.5354888180073285,2.6453656841648613e-188,0.690277915704263,0.2938797765509215,0.1610603414902365,0.0500000000000108,615.2407683492339,1250.4815366984678,1296.120091963789,1250.796722944886,0.2101321845253768,0.0002740374008043,,False,709,True,50,1,"['alpha_pos', 'alpha_neg', 'kappa', 't0']"
