dataset,subject,nll,converged,true_alpha_pos,recovered_alpha_pos,true_alpha_neg,recovered_alpha_neg,true_phi,recovered_phi,true_rho,recovered_rho,true_capacity,recovered_capacity,true_epsilon,recovered_epsilon
1,36,1105.24169921875,True,0.5830275162282262,0.6491972208023071,0.22580362615107333,0.23850157856941223,0.6609858595540936,0.21111898124217987,0.09833991137369699,0.22956699132919312,5.616121195769845,5.0001349449157715,0.4866041225475273,0.4688568115234375
1,37,898.2930297851562,True,0.27179239318361037,0.2956843674182892,0.6932617690889185,0.7408976554870605,0.5893945515231728,0.5289633870124817,0.4513644010700027,0.46578994393348694,6.419101575878659,4.7901177406311035,0.1247977456475189,0.15250465273857117
1,38,1397.7879638671875,True,0.03743527480286965,0.06795170158147812,0.3604188869426575,0.4535476267337799,0.6393195196886257,0.6563778519630432,0.8060084311198406,0.6124774217605591,3.08698986005325,3.164489269256592,0.7834847065355164,0.7887985110282898
1,39,1058.0360107421875,True,0.2015732785166469,0.4065740406513214,0.056491707122758625,0.061524514108896255,0.05731273911154952,0.12558095157146454,0.2539822099165123,0.22294698655605316,4.857278110668874,6.045979976654053,0.38939055938594397,0.3676433861255646
1,40,1449.5679931640625,True,0.2589848580769293,0.18459735810756683,0.16508949896138167,0.09314393997192383,0.9448964198880833,0.8838425874710083,0.740733526334195,0.6081770658493042,4.180300509571486,3.6295323371887207,0.5384708769968625,0.642684280872345
1,41,1017.6124267578125,True,0.3950874188403028,0.4498271942138672,0.03799438305422614,0.03804544359445572,0.7497543122099513,0.7221611142158508,0.48542046063972144,0.5153093934059143,1.7620008454030995,1.9379959106445312,0.2600315331953751,0.21111151576042175
1,42,1444.44140625,True,0.7462915986087097,0.4945957064628601,0.5966479238486474,0.963302493095398,0.9371701098820394,0.9990000128746033,0.10409598449487878,0.6972019076347351,3.0745350891302548,4.118493556976318,0.7820853261498112,0.4409332871437073
1,43,1059.452880859375,True,0.08814757730305393,0.06285866349935532,0.9364922196139923,0.901268482208252,0.6013654559032248,0.022837283089756966,0.027075429925509452,0.06572146713733673,3.0657474602067096,2.4875314235687256,0.510343141731647,0.5052366256713867
1,44,1431.2333984375,True,0.18506579405422205,0.704342246055603,0.06980120020217812,0.13337354362010956,0.7652418859885756,0.8422574996948242,0.9006210495906793,0.9990000128746033,3.4355762911569108,4.4686784744262695,0.8491867500059077,0.7777459621429443
1,45,1164.79248046875,True,0.7892729541099266,0.4772041440010071,0.5689047690083734,0.5762804746627808,0.7473616109426235,0.6265735626220703,0.46224597258253397,0.44461700320243835,5.394992813782138,6.695026874542236,0.513716625052647,0.5403123497962952
