dataset,subject,nll,converged,true_alpha_pos,recovered_alpha_pos,true_alpha_neg,recovered_alpha_neg,true_phi,recovered_phi,true_rho,recovered_rho,true_capacity,recovered_capacity,true_kappa_total,recovered_kappa_total,true_kappa_share,recovered_kappa_share,true_epsilon,recovered_epsilon
1,13,999.6611938476562,True,0.6350457849270252,0.6767662763595581,0.18110399917651493,0.10899005085229874,0.814979555986855,0.9990000128746033,0.020698822836622114,0.5415316224098206,6.098655614731984,1.2802234888076782,0.5167607349069274,0.5363797545433044,0.9658110623752205,0.9568487405776978,0.7583863025511585,0.67317134141922
1,14,1058.1829833984375,True,0.04721950263066899,0.18000584840774536,0.052665294808455665,0.05279663950204849,0.9850305702287532,0.9990000128746033,0.6500932135130836,0.9949739575386047,2.3991681281496122,1.3115719556808472,0.5959958409424045,0.545822262763977,0.06354418296373465,0.05266028642654419,0.6512507519822556,0.6573963761329651
1,15,605.2346801757812,True,0.44664133321446636,0.4641329348087311,0.207155221511742,0.22173815965652466,0.352052775184799,0.4649231433868408,0.31054820331246386,0.1969738006591797,4.779977264662508,2.8914811611175537,0.7245169128352879,0.7545308470726013,0.017178508185078822,0.02219073474407196,0.2700473856381863,0.26660335063934326
1,16,559.2584838867188,True,0.30232165461778376,0.15843015909194946,0.6774170460532248,0.24955324828624725,0.312381168002483,0.3267900347709656,0.5362023019366003,0.5658298134803772,6.014996320450644,4.99857234954834,0.8734574762094053,0.8730287551879883,0.7951051588424943,0.7721152901649475,0.37212974769549145,0.29590919613838196
1,17,1357.39697265625,True,0.6953287656975744,0.16584178805351257,0.6508071145814938,0.8970211148262024,0.6394344116281828,0.5962364673614502,0.9822580256228067,0.7915903925895691,3.68064581898168,6.760124206542969,0.0601126980491542,0.057897552847862244,0.532708730376416,0.993381679058075,0.5410190971156709,0.5473010540008545
1,18,1063.1558837890625,True,0.3330779187955817,0.5991159081459045,0.2877030022007904,0.9990000128746033,0.9571818174303417,0.9783409833908081,0.6650465259808952,0.8411645889282227,3.428977239365265,4.86581563949585,0.5064719114527244,0.4949246644973755,0.9193548247198037,0.9283970594406128,0.5358405128464124,0.0010000000474974513
1,19,1191.7530517578125,True,0.5279203247198864,0.3157593309879303,0.48024944730407554,0.49469128251075745,0.8971976928653467,0.8420876860618591,0.3202677221541614,0.6069602370262146,6.537172388845324,5.975238800048828,0.28463227554283244,0.29583317041397095,0.7775291196802316,0.747688353061676,0.9251944812595371,0.7418206334114075
1,20,774.12353515625,True,0.7249733652171803,0.59422767162323,0.4282779524318773,0.4340392053127289,0.777842480407636,0.7408416271209717,0.18270648229733752,0.4809151291847229,5.5968364157557575,4.99990177154541,0.8217861140798617,0.817312479019165,0.48214288301093045,0.4502202570438385,0.48622991376437186,0.3134775459766388
1,21,770.59521484375,True,0.7592651773632114,0.03291181102395058,0.40695759769339324,0.02249612659215927,0.39237535885314817,0.3731134533882141,0.028910877199172798,0.21840974688529968,2.1525250603275925,4.332796573638916,0.7764095950130415,0.7863587141036987,0.3057465120155942,0.3301727771759033,0.8955786700945015,0.7573963403701782
1,22,829.7764892578125,True,0.05196166777094904,0.043610721826553345,0.565419348876468,0.48931407928466797,0.570284294370821,0.2869332730770111,0.2944867089258066,0.44558894634246826,1.2900027476596485,1.6151959896087646,0.5655585340373177,0.5155012011528015,0.6009053238225717,0.6970139145851135,0.04957786378483164,0.05535321682691574
1,23,706.3150634765625,True,0.2569928861737697,0.10033553838729858,0.16660319070446142,0.07506468147039413,0.7763816108212322,0.9330931305885315,0.13057794456122987,0.4608822464942932,4.04798596084721,3.0012645721435547,0.7772351927581962,0.7958494424819946,0.14332322775305162,0.1392989456653595,0.2438899668099644,0.14511077105998993
1,24,1026.9166259765625,True,0.7725891051159136,0.3906712532043457,0.8791404174977812,0.543512761592865,0.4332940031718755,0.5013864040374756,0.7981082930539919,0.6469621658325195,6.8010604051424135,6.274468898773193,0.47471855042937505,0.4328123927116394,0.08834224954191894,0.10510163754224777,0.2904064024444545,0.32902956008911133
1,25,1401.9033203125,True,0.11407451183843471,0.0013221392873674631,0.6582368915778598,0.008851132355630398,0.45089953036187136,0.4069627821445465,0.799582370537397,0.3420645296573639,6.702213479117131,7.0,0.04734464176256892,0.0,0.4718719134747452,1.0,0.5991851249563721,0.2220674604177475
