dataset,subject,nll,converged,true_alpha_pos,recovered_alpha_pos,true_alpha_neg,recovered_alpha_neg,true_phi,recovered_phi,true_rho,recovered_rho,true_capacity,recovered_capacity,true_kappa,recovered_kappa,true_epsilon,recovered_epsilon
1,1,741.852783203125,True,0.8863314679772147,0.5969979763031006,0.8998418402617222,0.9034058451652527,0.6498736244973617,0.6765452027320862,0.5871936125082163,0.573093831539154,5.926278034153076,5.567549228668213,0.5691376612679495,0.5612456202507019,0.01896916068382376,0.0010000000474974513
1,2,1242.7977294921875,True,0.5418559664908246,0.5369619131088257,0.8917887591108522,0.6755800247192383,0.7430389985294513,0.9990000128746033,0.7197910622712809,0.05581037327647209,1.0699650308914441,1.9921733140945435,0.37597509350728764,0.3747708201408386,0.8473160492257071,0.8748695254325867
1,3,1149.0263671875,True,0.02891719137955148,0.049745503813028336,0.08058423218430433,0.1325257569551468,0.2536533525700423,0.9552322626113892,0.6810843712499934,0.5845495462417603,5.673273765164804,6.011049270629883,0.2028230534540938,0.23835109174251556,0.8383255924406395,0.7327786684036255
1,4,893.222412109375,True,0.4828262261371888,0.9392895698547363,0.33317221560276755,0.3135337233543396,0.2890467270113982,0.24606095254421234,0.5421555839036124,0.6861314177513123,6.151651481165571,4.125268459320068,0.46539100738497874,0.43698611855506897,0.22320937382748077,0.20357969403266907
1,5,1353.27880859375,True,0.012394422957972162,0.011691354215145111,0.9112483475688381,0.8717402815818787,0.9467927172633879,0.8967768549919128,0.01647179422146016,0.17744609713554382,1.327308476390496,2.9845330715179443,0.10587975625496482,0.05120574310421944,0.5317106840899171,0.4983639419078827
1,6,1120.6910400390625,True,0.9076050607836081,0.8625013828277588,0.23850174003385752,0.1696070283651352,0.6202545862332172,0.6513742208480835,0.8832922413457441,0.9003745913505554,5.298063689214691,4.681797981262207,0.03657599453440785,0.03333389014005661,0.2081926459889241,0.2489631474018097
1,7,893.6534423828125,True,0.10410455123457256,0.07456067204475403,0.712060223314786,0.7056429386138916,0.3472951297644991,0.324339896440506,0.8205273133921043,0.6999883651733398,4.924394701334775,6.598712921142578,0.1258346983316545,0.14645908772945404,0.15648649747789678,0.14044609665870667
1,8,218.19187927246094,True,0.514096713848963,0.018873320892453194,0.6819206342044017,0.4989317059516907,0.6294912221500177,0.006029763258993626,0.16985043218823664,0.5659816265106201,5.733146375726897,7.0,0.961191144040561,0.9580835103988647,0.41896688449988684,0.15738807618618011
1,9,613.0182495117188,True,0.5947481712861178,0.8175009489059448,0.8207335657293345,0.2609128952026367,0.3851915722323393,0.32858461141586304,0.7282119855255113,0.5729453563690186,6.193487621336447,7.0,0.6906831164795547,0.7173553705215454,0.2612394750521237,0.22895531356334686
1,10,586.1510009765625,True,0.6283242254675412,0.7575276494026184,0.41121216151558454,0.42229026556015015,0.2441429220296785,0.0010000000474974513,0.09215147671281292,0.17786511778831482,5.753031870820845,1.1159878969192505,0.6844016579821014,0.6389315128326416,0.14086571119752936,0.12522397935390472
